ID,MSZoning,Street,Alley,LotArea,LotShape,LandContour,Utilities,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,CentralAir,Electrical,1stFlrSF,2ndFlrSF,TotFlrSF,LowQualFinSF,GrLivArea,Bath,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,Fence,MiscFeature,MiscVal,DaSold,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1234,RP,Grvl,Grvl,180,IR1,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,10,7,2004,2014,Gambrel,ClyTile,Plywood,NA,Gd,Gd,BrkTil,N,FuseA,180,180,360,0,324,3,3,1,Ex,8,Typ,Detchd,Fin,2,36,Gd,Gd,GdPrv,Shed,0,4,1,2020,CWD,Normal,3300000000
1235,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,10,6,1994,2017,Flat,Membran,PreCast,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,13,1,2019,VWD,Normal,350000000
1236,RH,Pave,NA,30,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,10,7,1998,2018,Flat,Membran,Stone,NA,Gd,Gd,PConc,N,FuseA,30,0,30,0,30,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,25,8,2019,COD,Normal,450000000
1237,RL,Pave,Pave,200,IR3,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,10,8,1999,2015,Gambrel,ClyTile,Stucco,NA,Ex,Gd,BrkTil,Y,SBrkr,180,180,360,0,347,2,3,1,Gd,7,Typ,carport,RFn,1,13,Gd,Gd,GdPrv,Shed,0,2,4,2020,WD,Normal,4500000000
1238,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,DPK,Norm,Artery,1,9,9,2000,2016,Flat,ClyTile,VinylSd,NA,Gd,Gd,BrkTil,N,FuseA,25,0,25,0,11,3,3,1,Ex,7,Typ,carport,Fin,1,14,Ex,Ex,MnPrv,NA,0,23,8,2019,CWD,Normal,370000000
1239,RL,Pave,Pave,180,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,8,2004,2014,Gambrel,ClyTile,Wd,NA,Ex,Gd,BrkTil,Y,SBrkr,165,165,330,0,315,4,3,1,Gd,7,Typ,carport,RFn,1,15,Gd,Gd,GdWo,Shed,0,11,11,2019,COD,Normal,3500000000
1240,RM,Grvl,Grvl,150,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,8,2003,2016,Gambrel,ClyTile,CemntBd,NA,Gd,Gd,BrkTil,N,FuseA,140,140,280,0,266,4,2,1,Ex,7,Typ,carport,Fin,1,14,Ex,Ex,GdPrv,NA,0,19,8,2019,COD,Normal,3000000000
1241,RP,Pave,Pave,140,IR1,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,9,8,1995,2016,Gambrel,ClyTile,HdBoard,NA,Ex,Gd,BrkTil,Y,SBrkr,130,130,260,0,247,4,2,1,Gd,6,Typ,carport,Fin,1,13,Gd,Gd,MnPrv,Shed,0,25,4,2018,COD,Normal,2800000000
1242,RL,Grvl,Grvl,120,IR3,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,8,8,1994,2016,Hip,ClyTile,ImStucc,NA,Gd,Gd,BrkTil,N,FuseA,100,100,200,0,187,4,2,1,Ex,6,Typ,Attchd,Fin,1,13,Ex,Ex,GdWo,NA,0,13,4,2018,COD,Normal,2500000000
1243,RM,Pave,Pave,120,IR2,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,8,8,2007,2016,Hip,ClyTile,Plywood,NA,Ex,Gd,BrkTil,Y,SBrkr,100,100,200,0,186,4,2,1,Gd,6,Typ,carport,Fin,1,14,Gd,Gd,MnPrv,Shed,0,13,7,2019,COD,Normal,2500000000
1244,RP,Grvl,Grvl,180,IR3,Lvl,AllPub,Gtl,DPK,Norm,Artery,2,8,8,2005,2018,Hip,ClyTile,PreCast,NA,Gd,Gd,BrkTil,N,FuseA,160,160,320,0,305,3,2,1,Ex,6,Typ,Detchd,Fin,1,15,Ex,Ex,GdWo,NA,0,22,8,2020,COD,Normal,3400000000
1245,RH,Pave,NA,30,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,8,8,1996,2019,Flat,Membran,Stone,NA,Ex,Gd,PConc,Y,SBrkr,30,0,30,0,30,3,2,1,Gd,2,Typ,NA,NA,0,0,NA,NA,GdWo,Shed,0,22,2,2019,COD,Normal,3800000000
1246,C,Grvl,Grvl,88,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,9,1996,2020,Flat,ClyTile,Stucco,NA,Gd,Gd,BrkTil,N,FuseA,88,88,176,44,140,3,2,1,Ex,6,Typ,carport,RFn,2,36,Gd,Gd,GdPrv,NA,0,19,8,2018,COD,Normal,900000000
1247,I,Pave,Pave,10000,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,9,1996,2016,Flat,ClyTile,VinylSd,NA,Ex,Gd,BrkTil,Y,SBrkr,9000,50,9050,0,9010,2,2,1,Gd,6,Min1,Attchd,Fin,2,40,Gd,Gd,MnPrv,Shed,0,20,12,2020,COD,Normal,50000000000
1248,RM,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,9,1996,2014,Hip,ClyTile,Wd,NA,Gd,Gd,BrkTil,N,FuseA,180,180,360,0,340,3,2,1,Ex,6,Min 2,carport,RFn,2,20,Gd,Gd,GdWo,NA,0,5,7,2020,COD,Normal,4600000000
1249,RP,Pave,Pave,200,IR3,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,9,1996,2015,Hip,ClyTile,Stone,NA,Ex,Gd,BrkTil,Y,SBrkr,180,180,360,0,324,4,2,1,Gd,6,Typ,carport,Fin,2,36,Gd,Gd,MnPrv,Shed,0,10,3,2020,COD,Normal,4600000000
1250,RP,Grvl,Grvl,250,IR3,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,9,1954,2014,Hip,ClyTile,Stucco,NA,Gd,Gd,BrkTil,N,FuseA,220,220,440,0,394,3,2,1,Ex,6,Typ,carport,Fin,2,46,Gd,Gd,GdWo,NA,0,15,9,2018,COD,Normal,5500000000
1251,RM,Pave,Pave,250,IR3,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,7,1996,2019,Hip,ClyTile,VinylSd,NA,Ex,Gd,Cinder Block,Y,SBrkr,240,240,480,120,444,2,2,1,Gd,6,Typ,carport,Fin,2,36,Gd,Gd,GdPrv,Shed,0,30,7,2018,COD,Normal,5500000000
1252,RM,Pave,Pave,180,IR3,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,7,8,1967,2021,Hip,ClyTile,Wd,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,80,284,3,2,1,Ex,6,Min 2,Detchd,Fin,2,36,Gd,Gd,MnPrv,NA,0,29,9,2020,COD,Normal,3600000000
1253,C,Pave,Pave,250,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,6,9,1996,2020,Flat,ClyTile,Wd,NA,Ex,Gd,Cinder Block,Y,SBrkr,240,240,480,120,444,4,2,1,Gd,6,Typ,carport,RFn,2,36,Gd,Gd,GdWo,NA,0,25,7,2020,COD,Normal,5500000000
1254,C,Pave,Pave,200,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,6,8,1998,2016,Flat,ClyTile,Stone,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,324,3,2,1,Ex,5,Typ,carport,Fin,2,36,NA,NA,NA,Elev,0,1,3,2019,COD,Normal,4500000000
1255,I,Pave,Pave,35000,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,7,7,1988,2014,Flat,Metal,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,30000,40,30040,0,30040,2,2,1,Gd,5,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,5,4,2018,COD,Normal,1.5E+11
1256,I,Pave,Pave,40000,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Artery,2,8,8,1989,2016,Flat,Metal,MetalSd,NA,Gd,Gd,PConc,N,FuseA,35000,40,35040,0,35040,3,2,1,Ex,5,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,25,9,2021,COD,Normal,2E+11
1257,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,DPK,Artery,Feedr,1,7,9,1996,2016,Flat,Membran,Wd,NA,Ex,Gd,PConc,Y,SBrkr,25,0,25,0,25,4,2,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,16,11,2021,COD,Normal,385000000
1258,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,6,8,1994,2016,Flat,Membran,Stone,NA,Gd,Gd,PConc,N,FuseA,25,0,25,0,25,3,2,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,8,3,2021,COD,Normal,385000000
1259,I,Pave,Pave,10000,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,7,7,1992,2016,Flat,Metal,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,9000,40,9040,0,9040,2,2,1,Gd,5,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,5,6,2021,COD,Normal,50000000000
1260,C,Pave,Pave,90,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,8,8,2004,2018,Flat,ClyTile,HdBoard,NA,Gd,Gd,Cinder Block,N,FuseA,90,90,180,0,144,3,3,1,Ex,5,Typ,Detchd,RFn,2,36,Gd,Gd,GdPrv,TenC,0,25,4,2021,COD,Normal,1000000000
1261,RP,Pave,Pave,200,IR1,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,7,9,1994,2020,Hip,ClyTile,ImStucc,NA,Ex,Gd,Cinder Block,Y,SBrkr,180,180,360,90,345,4,2,1,Gd,5,Typ,Attchd,RFn,1,15,TA,TA,MnPrv,TenC,0,9,4,2021,COD,Normal,4500000000
1262,RP,Pave,Pave,180,IR1,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,6,8,1998,2020,Gambrel,ClyTile,Plywood,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,80,284,4,2,1,Ex,5,Typ,carport,RFn,2,36,TA,TA,GdWo,TenC,0,18,6,2021,COD,Normal,3500000000
1263,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,7,9,1999,2016,Flat,Membran,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,25,0,25,0,25,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,1,9,2021,COD,Normal,360000000
1264,RL,Pave,Pave,180,IR1,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,8,2000,2014,Hip,ClyTile,MetalSd,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,0,305,4,2,1,Ex,5,Min1,Detchd,Fin,1,15,TA,TA,GdPrv,TenC,0,11,6,2021,COD,Normal,3500000000
1265,RM,Pave,Pave,160,IR1,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,9,2004,2015,Gambrel,ClyTile,AsbShng,NA,Ex,Gd,Cinder Block,Y,SBrkr,140,140,280,0,244,4,3,1,Gd,5,Min1,Attchd,RFn,2,36,Gd,Gd,GdPrv,TenC,0,17,5,2021,COD,Normal,3200000000
1266,RP,Pave,Pave,120,IR1,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,7,2003,2014,Hip,ClyTile,AsphShn,NA,Gd,Gd,Cinder Block,N,FuseA,100,100,200,0,185,4,2,1,Ex,6,Min1,carport,Fin,1,15,TA,TA,GdPrv,TenC,0,12,7,2021,COD,Normal,3000000000
1267,RL,Pave,Pave,140,IR1,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,9,1995,2017,Gambrel,ClyTile,BrkComm,NA,Ex,Gd,Cinder Block,Y,SBrkr,120,120,240,0,225,4,3,1,Gd,7,Min1,Attchd,Fin,1,15,Ex,Ex,GdPrv,TenC,0,6,8,2021,COD,Normal,3100000000
1268,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,8,8,1994,2018,Flat,Membran,BrkFace,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,2,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,20,1,2021,COD,Normal,350000000
1269,RL,Pave,Pave,200,IR1,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,8,2007,2015,Hip,ClyTile,CBlock,NA,Ex,Gd,Cinder Block,Y,SBrkr,180,180,360,0,345,2,2,1,Gd,5,Min 2,Detchd,RFn,1,15,TA,TA,GdPrv,NA,0,18,12,2021,COD,Normal,4500000000
1270,RM,Pave,Pave,180,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,8,2005,2016,Gambrel,ClyTile,CemntBd,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,0,306,3,2,1,Ex,6,Min 2,Detchd,RFn,1,14,TA,TA,MnPrv,NA,0,25,8,2021,COD,Normal,3500000000
1271,RP,Pave,Pave,120,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,7,1996,2014,Hip,ClyTile,HdBoard,NA,Ex,Gd,Cinder Block,Y,SBrkr,100,100,200,0,185,4,2,1,Gd,7,Min 2,Detchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,6,1,2021,COD,Normal,2500000000
1272,RL,Pave,Pave,140,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,8,1996,2016,Gambrel,ClyTile,ImStucc,NA,Gd,Gd,Cinder Block,N,FuseA,120,120,240,0,204,3,2,1,Ex,6,Min 2,Detchd,Fin,2,36,Ex,Ex,GdPrv,NA,0,1,6,2021,COD,Normal,3000000000
1273,RM,Pave,Pave,200,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,9,1996,2016,Hip,ClyTile,Plywood,NA,Ex,Gd,Cinder Block,Y,SBrkr,180,180,360,0,324,2,2,1,Gd,5,Min 2,Detchd,RFn,2,36,TA,TA,MnPrv,NA,0,5,8,2021,COD,Normal,4500000000
1274,RP,Pave,Pave,250,IR2,Lvl,AllPub,Gtl,DPK,Norm,Norm,2,8,8,1996,2016,Gambrel,ClyTile,PreCast,NA,Gd,Gd,Cinder Block,N,FuseA,240,240,480,0,465,3,2,1,Ex,4,Min 2,Detchd,RFn,1,15,TA,TA,MnPrv,NA,0,21,4,2021,COD,Normal,5500000000
1275,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,8,7,1996,2016,Flat,Membran,Stone,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,20,4,3,1,Gd,2,Typ,NA,NA,0,0,NA,NA,GdPrv,NA,0,23,4,2021,COD,Normal,365000000
1276,RL,Pave,Pave,200,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,8,8,1954,2018,Hip,ClyTile,Stucco,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,345,3,3,1,Ex,6,Min1,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,3,1,2021,COD,Normal,4500000000
1277,RM,Pave,Pave,180,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,8,9,1996,2019,Hip,ClyTile,VinylSd,NA,Ex,Gd,Cinder Block,Y,SBrkr,160,160,320,0,305,2,3,1,Gd,7,Min1,Attchd,Fin,1,15,Ex,Ex,GdPrv,NA,0,17,12,2021,COD,Normal,3500000000
1278,RP,Pave,Pave,160,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,7,8,1967,2020,Hip,ClyTile,Wd,NA,Gd,Gd,Cinder Block,N,FuseA,140,140,280,70,265,3,3,1,Ex,6,Min1,Attchd,Fin,1,15,TA,TA,MnPrv,NA,0,5,8,2018,COD,Normal,3200000000
1279,RL,Pave,Pave,180,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,6,7,1996,2016,Gambrel,ClyTile,MetalSd,NA,Ex,Gd,Cinder Block,Y,SBrkr,160,160,320,0,305,4,3,1,Gd,5,Min1,Attchd,Fin,1,15,TA,TA,MnPrv,NA,0,26,10,2019,COD,Normal,3500000000
1280,RM,Pave,Pave,200,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,6,8,1978,2014,Gambrel,ClyTile,AsbShng,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,345,3,3,1,Ex,4,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,19,4,2019,WD,Normal,4500000000
1281,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,6,9,1978,2015,Gambrel,ClyTile,AsphShn,NA,Ex,Gd,Cinder Block,Y,SBrkr,180,180,360,0,345,2,3,1,Gd,5,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,NA,0,19,1,2020,WD,Normal,4500000000
1282,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,6,8,1989,2014,Flat,Membran,BrkComm,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,3,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,10,11,2020,WD,Normal,350000000
1283,C,Pave,NA,98,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,6,7,1996,2017,Flat,ClyTile,BrkFace,NA,Ex,Gd,Cinder Block,Y,SBrkr,98,98,196,0,183,4,3,1,Gd,7,Typ,carport,RFn,1,13,Gd,Gd,GdPrv,NA,0,28,7,2019,WD,Normal,1100000000
1284,I,Pave,Pave,15000,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,7,8,1994,2018,Flat,ClyTile,CBlock,NA,Gd,Gd,Cinder Block,N,FuseA,10000,50,10050,0,10036,3,3,1,Ex,6,Typ,Attchd,Fin,1,14,Gd,Gd,MnPrv,TenC,0,20,5,2018,WD,Normal,55000000000
1285,RL,Grvl,Grvl,160,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,7,9,1992,2015,Gambrel,ClyTile,CemntBd,NA,Ex,Gd,Cinder Block,Y,SBrkr,140,140,280,0,265,2,3,1,Gd,5,Typ,Attchd,Fin,1,15,Gd,Gd,GdWo,TenC,0,10,3,2018,WD,Normal,3400000000
1286,RM,Grvl,Grvl,140,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,7,8,2004,2016,Gambrel,ClyTile,HdBoard,NA,Gd,Gd,Cinder Block,N,FuseA,120,120,240,0,225,3,3,1,Ex,4,Typ,Attchd,Fin,1,15,Gd,Gd,GdPrv,TenC,0,23,2,2018,WD,Normal,3100000000
1287,RP,Grvl,Grvl,200,IR3,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,7,7,1994,2014,Gambrel,ClyTile,ImStucc,NA,Ex,Gd,Cinder Block,Y,SBrkr,180,180,360,0,346,4,2,1,Gd,5,Typ,Attchd,RFn,1,14,Gd,Gd,GdPrv,NA,0,12,2,2018,WD,Normal,4600000000
1288,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,8,8,1998,2016,Flat,Membran,Plywood,NA,Gd,Gd,PConc,N,FuseA,20,0,20,0,20,3,2,1,Ex,2,Typ,NA,NA,0,0,NA,NA,NA,Elev,0,7,1,2019,WD,Normal,340000000
1289,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,2,8,9,1999,2016,Flat,Membran,PreCast,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,5,2,2,1,Gd,2,Typ,carport,Fin,1,15,Gd,Gd,GdPrv,NA,0,14,2,2018,WD,Normal,350000000
1290,RL,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,8,8,2000,2016,Gambrel,ClyTile,Stone,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,0,306,3,2,1,Ex,6,Min 2,carport,Fin,1,14,Ex,Ex,MnPrv,NA,0,28,1,2019,WD,Normal,3500000000
1291,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,8,7,2004,2016,Gambrel,ClyTile,Stucco,NA,Ex,Gd,Cinder Block,Y,SBrkr,160,160,320,0,307,4,2,1,Gd,5,Min 2,carport,Fin,1,13,TA,TA,MnPrv,NA,0,17,12,2020,WD,Normal,3500000000
1292,RP,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,8,8,2003,2018,Gambrel,ClyTile,VinylSd,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,347,3,2,1,Ex,4,Min 2,carport,Fin,1,13,Gd,Gd,GdPrv,NA,0,3,1,2019,WD,Normal,4500000000
1293,RL,Grvl,Grvl,250,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,9,1995,2019,Gambrel,ClyTile,Wd,NA,Ex,Gd,Cinder Block,Y,SBrkr,240,240,480,0,466,2,2,1,Gd,5,Min 2,carport,Fin,1,14,Ex,Ex,MnPrv,NA,0,3,3,2019,WD,Normal,5500000000
1294,RM,Grvl,Grvl,250,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,8,1994,2020,Gambrel,ClyTile,BrkComm,NA,Gd,Gd,Cinder Block,N,FuseA,240,240,480,120,465,3,2,1,Ex,6,Min 2,carport,Fin,1,15,TA,TA,GdWo,NA,0,27,5,2019,WD,Normal,5500000000
1295,RP,Grvl,Grvl,160,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,7,2007,2016,Gambrel,ClyTile,BrkFace,NA,Ex,Gd,Cinder Block,Y,SBrkr,140,140,280,0,265,4,2,1,Gd,7,Min 2,carport,Fin,1,15,TA,TA,GdPrv,NA,0,17,7,2020,WD,Normal,3200000000
1296,RH,Pave,NA,25,Reg,Lvl,AllPub,Gtl,DPK,Artery,Norm,1,9,8,2005,2014,Flat,Membran,CBlock,NA,Gd,Gd,PConc,N,FuseA,25,0,25,0,25,3,2,1,Ex,2,Typ,NA,NA,0,0,NA,NA,GdPrv,NA,0,5,9,2019,WD,Normal,370000000
1297,C,Grvl,NA,98,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,9,1996,2015,Flat,ClyTile,CemntBd,NA,Ex,Gd,Cinder Block,Y,SBrkr,48,48,96,0,83,2,4,1,Gd,5,Typ,carport,Fin,1,13,Gd,Gd,GdPrv,NA,0,7,11,2020,WD,Normal,950000000
1298,I,Grvl,NA,10000,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,7,1996,2014,Flat,ClyTile,HdBoard,NA,Gd,Gd,Cinder Block,N,FuseA,9000,50,9050,0,9036,3,4,1,Gd,4,Min 2,carport,Fin,1,14,Ex,Ex,GdPrv,NA,0,10,2,2021,WD,Normal,50000000000
1299,I,Grvl,Grvl,10000,Reg,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,8,1996,2017,Flat,Metal,MetalSd,NA,Ex,Gd,Cinder Block,Y,SBrkr,9000,50,9050,0,9035,4,4,1,Gd,5,Min 2,carport,Fin,1,15,TA,TA,MnPrv,NA,0,2,4,2020,WD,Normal,50000000000
1300,RP,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,DPK,Feedr,Norm,2,9,9,1996,2018,Hip,Metal,MetalSd,NA,Gd,Gd,Cinder Block,N,FuseA,180,180,360,0,324,3,4,1,Gd,6,Typ,carport,Fin,2,36,Gd,Gd,GdPrv,NA,0,1,6,2019,WD,Normal,4600000000
1301,RP,Grvl,Grvl,200,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Artery,2,9,8,1996,2015,Hip,ClyTile,Stone,NA,Ex,Gd,Cinder Block,Y,SBrkr,180,180,360,0,324,2,4,1,Gd,7,Typ,carport,Fin,2,36,Ex,Ex,GdPrv,NA,0,23,8,2019,WD,Normal,4600000000
1302,RH,Paved,NA,25,Reg,Lvl,AllPub,Gtl,TGR,Feedr,Artery,1,9,7,1954,2016,Flat,Membran,MetalSd,NA,Gd,Gd,PConc,N,FuseA,25,0,25,0,10,3,4,1,Gd,2,Typ,NA,NA,1,15,TA,TA,MnPrv,NA,0,5,10,2020,WD,Normal,375000000
1303,RL,Grvl,Grvl,180,IR1,Lvl,AllPub,Gtl,TGR,Feedr,Artery,2,9,8,1996,2014,Hip,ClyTile,HdBoard,NA,Ex,Gd,Cinder Block,Y,SBrkr,160,160,320,0,306,4,4,1,Gd,5,Typ,Attchd,RFn,1,14,TA,TA,MnPrv,NA,0,7,10,2020,WD,Normal,3550000000
1304,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Feedr,Artery,2,9,9,1967,2016,Hip,ClyTile,ImStucc,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,0,307,3,4,1,Gd,4,Typ,carport,RFn,1,13,TA,TA,MnPrv,NA,0,6,2,2018,WD,Normal,3550000000
1305,RP,Grvl,Grvl,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Artery,2,8,8,1996,2016,Hip,ClyTile,Plywood,NA,Ex,Gd,Cinder Block,Y,SBrkr,160,160,320,0,307,2,4,1,Gd,5,Typ,Detchd,RFn,1,13,Gd,Gd,GdPrv,NA,0,21,9,2018,WD,Normal,3550000000
1306,RL,Grvl,Grvl,180,IR3,Lvl,AllPub,Gtl,TGR,Feedr,Artery,2,7,7,1978,2016,Hip,ClyTile,MetalSd,NA,Gd,Gd,Cinder Block,N,FuseA,160,160,320,0,306,3,4,1,Gd,6,Typ,carport,RFn,1,14,Ex,Ex,GdPrv,NA,0,9,4,2019,WD,Normal,3550000000
1307,RH,Pave,NA,20,Reg,Lvl,AllPub,Gtl,TGR,Artery,Feedr,1,6,8,1978,2016,Flat,Membran,MetalSd,NA,Ex,Gd,PConc,Y,SBrkr,20,0,20,0,5,4,4,1,Gd,2,Typ,NA,NA,1,15,TA,TA,GdPrv,NA,0,12,12,2020,WD,Normal,350000000
1308,RL,Grvl,Grvl,160,IR1,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,6,7,1989,2018,Hip,ClyTile,AsbShng,NA,Gd,Gd,Cinder Block,N,FuseA,140,140,280,0,244,3,4,1,Gd,6,Typ,Attchd,Fin,2,36,Gd,Gd,GdPrv,NA,0,20,11,2018,WD,Normal,3200000000
1309,RM,Grvl,Grvl,180,IR2,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,7,9,2001,2019,Hip,ClyTile,AsphShn,NA,Ex,Gd,Cinder Block,Y,SBrkr,160,160,320,0,305,2,4,1,Gd,5,Typ,carport,Fin,1,15,Ex,Ex,GdPrv,NA,0,19,11,2019,WD,Normal,3550000000
1310,RP,Grvl,Grvl,160,IR3,Lvl,AllPub,Gtl,TGR,Norm,Feedr,2,8,8,2002,2020,Hip,ClyTile,BrkComm,NA,Gd,Gd,Cinder Block,N,FuseA,140,140,280,60,266,3,4,1,Gd,3,Min1,Detchd,Fin,1,14,Ex,Ex,GdPrv,Shed,0,2,6,2019,WD,Normal,3200000000
